radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
343.957967,0.579,0.301596,0.484,17.539,0.207,1,18.19,0.27,1,NA,NA,0,17.917,0.176,4,16.876,0.236,4,16.38,0.193,1,NA,NA,0,NA,NA,0
343.958328,0.245,0.238402,0.197,14.577,0.048,3,15.418,0.044,3,NA,NA,0,14.986,0.022,4,14.341,0.051,4,14.166,0.039,3,NA,NA,0,NA,NA,0
343.960693,0.408,0.348726,0.502,NA,NA,0,NA,NA,0,NA,NA,0,17.619,0.117,3,16.584,0.134,3,NA,NA,0,NA,NA,0,NA,NA,0
343.960966,0.07,0.342731,0.112,12.613,0.041,4,13.541,0.019,4,NA,NA,0,13.041,0.011,4,12.326,0.045,4,12.118,0.063,3,11.845,0.04,1,NA,NA,0
343.98313,0.357,0.117564,0.311,NA,NA,0,NA,NA,0,NA,NA,0,18.384,0.231,1,17.287,0.184,1,NA,NA,0,NA,NA,0,NA,NA,0
343.984497,0.663,0.415757,0.461,17.368,0.081,2,17.989,0.128,2,NA,NA,0,17.668,0.154,4,16.91,0.201,4,16.603,0.219,1,NA,NA,0,NA,NA,0
343.989787,0.47,0.190956,0.398,16.456,0.07,4,17.422,0.192,4,NA,NA,0,17.104,0.079,4,15.998,0.07,4,15.718,0.105,3,NA,NA,0,NA,NA,0
343.993088,0.632,0.138049,0.411,16.657,0.129,4,17.213,0.227,4,NA,NA,0,16.921,0.149,4,16.42,0.09,4,16.293,0.164,1,NA,NA,0,NA,NA,0
343.993513,0.33,0.346169,0.188,17.18,0.142,1,18.026,0.243,1,NA,NA,0,17.883,0.039,2,16.476,0.166,2,15.647,0.1,1,NA,NA,0,NA,NA,0
343.997509,0.264,0.341168,0.215,16.259,0.177,3,17.443,0.135,3,NA,NA,0,16.835,0.021,4,15.505,0.063,4,14.987,0.113,3,NA,NA,0,NA,NA,0
343.999743,0.395,0.225778,0.497,16.29,0.088,4,17.073,0.086,4,NA,NA,0,16.679,0.09,4,16.004,0.152,4,16.052,0.131,3,NA,NA,0,NA,NA,0
344.001196,0.114,0.282328,0.029,NA,NA,0,NA,NA,0,NA,NA,0,17.963,0.146,1,17.433,0.216,1,NA,NA,0,NA,NA,0,NA,NA,0
344.001639,0.579,0.140652,0.296,16.638,0.114,4,17.398,0.111,4,NA,NA,0,17.18,0.094,4,16.593,0.104,4,16.152,0.164,3,NA,NA,0,NA,NA,0
344.00395,0.527,0.059866,0.453,16.37,0.035,3,17.356,0.04,3,NA,NA,0,16.88,0.026,3,15.986,0.051,3,15.628,0.031,2,NA,NA,0,NA,NA,0
344.004554,0.324,0.160279,0.268,16.913,0.171,3,17.448,0.035,3,NA,NA,0,17.269,0.065,4,16.656,0.051,4,16.161,0.044,2,NA,NA,0,NA,NA,0
344.007374,0.312,0.306104,0.303,16.437,0.147,4,17.254,0.144,4,NA,NA,0,16.887,0.091,4,16.176,0.022,4,16.191,0.227,3,NA,NA,0,NA,NA,0
344.009294,0.344,0.134085,0.297,15.016,0.044,4,15.707,0.059,4,NA,NA,0,15.334,0.054,4,14.837,0.049,4,14.715,0.028,3,NA,NA,0,NA,NA,0
344.011158,0.487,0.517392,0.611,16.657,0.054,3,17.609,0.306,3,NA,NA,0,17.065,0.092,4,16.021,0.082,4,15.662,0.127,3,NA,NA,0,NA,NA,0
344.01209,0.369,0.052535,0.274,16.418,0.062,3,17.573,0.241,3,NA,NA,0,16.992,0.068,3,15.882,0.019,3,15.461,0.056,2,NA,NA,0,NA,NA,0
344.012855,0.652,0.183521,0.402,16.073,0.06,4,16.7,0.115,4,NA,NA,0,16.342,0.038,4,15.872,0.057,4,15.894,0.146,3,NA,NA,0,NA,NA,0
344.012892,0.365,0.077709,0.313,16.807,0.009,3,17.474,0.141,3,NA,NA,0,17.194,0.116,4,16.617,0.155,4,16.333,0.174,1,NA,NA,0,NA,NA,0
344.016496,0.37,0.056488,0.306,16.919,0.007,2,17.73,0.311,2,NA,NA,0,17.255,0.026,3,16.545,0.072,3,16.129,0.15,1,NA,NA,0,NA,NA,0
344.017693,0.761,0.241685,0.302,NA,NA,0,NA,NA,0,NA,NA,0,18.197,0.031,2,17.208,0.026,2,16.547,0.214,1,NA,NA,0,NA,NA,0
344.019135,0.153,0.183559,0.265,17.591,0.211,1,18.002,0.27,1,NA,NA,0,17.716,0.033,2,17.155,0.041,2,16.567,0.222,1,NA,NA,0,NA,NA,0
344.019565,0.413,0.13611,0.427,17.233,0.16,1,17.859,0.247,1,NA,NA,0,17.782,0.007,2,16.807,0.018,2,16.37,0.194,1,NA,NA,0,NA,NA,0
344.021481,0.449,0.551156,0.26,17.166,0.149,1,17.787,0.184,1,NA,NA,0,17.461,0.133,3,16.793,0.087,3,NA,NA,0,NA,NA,0,NA,NA,0
344.022505,0.358,0.058955,0.443,16.737,0.088,3,17.381,0.156,3,NA,NA,0,17.015,0.117,3,16.64,0.134,3,16.265,0.161,1,NA,NA,0,NA,NA,0
344.023709,0.835,0.5541,0.51,16.725,0.103,1,17.825,0.187,1,NA,NA,0,17.244,0.168,4,16.448,0.134,4,16.326,0.04,2,NA,NA,0,NA,NA,0
344.031065,0.429,0.113596,0.371,15.1,0.043,4,16.135,0.032,4,NA,NA,0,15.638,0.025,4,14.67,0.041,4,14.345,0.106,3,NA,NA,0,NA,NA,0
344.031642,0.351,0.188877,0.229,16.193,0.042,4,17.047,0.074,4,NA,NA,0,16.576,0.08,4,15.845,0.069,4,15.755,0.092,3,NA,NA,0,NA,NA,0
344.032707,0.334,0.363774,0.212,17.632,0.212,1,18.115,0.258,1,NA,NA,0,17.936,0.033,2,17.007,0.144,2,NA,NA,0,NA,NA,0,NA,NA,0
344.033491,0.154,0.451547,0.099,12.855,0.034,4,14.085,0.02,4,NA,NA,0,13.479,0.015,4,12.343,0.058,4,11.912,0.087,3,11.553,0.032,1,NA,NA,0
344.034776,0.766,0.484282,0.464,17.189,0.15,1,18.268,0.296,1,NA,NA,0,17.81,0.107,4,16.941,0.039,4,16.66,0.229,1,NA,NA,0,NA,NA,0
344.035664,0.429,0.222342,0.6,NA,NA,0,NA,NA,0,NA,NA,0,17.953,0.083,3,17.2,0.141,3,NA,NA,0,NA,NA,0,NA,NA,0
344.036686,0.794,0.054694,0.404,15.777,0.028,3,16.72,0.033,3,NA,NA,0,16.245,0.069,3,15.583,0.03,3,15.345,0.052,2,NA,NA,0,NA,NA,0
344.040381,0.459,-0.00069,0.374,16.933,0.019,3,17.629,0.277,3,NA,NA,0,17.3,0.059,3,16.851,0.135,3,16.398,0.177,1,NA,NA,0,NA,NA,0
344.04072,0.308,0.208298,0.416,NA,NA,0,NA,NA,0,NA,NA,0,17.854,0.156,3,16.697,0.069,3,16.134,0.15,1,NA,NA,0,NA,NA,0
344.041463,0.163,0.109707,0.255,13.846,0.058,4,14.746,0.02,4,NA,NA,0,14.296,0.021,4,13.55,0.044,4,13.312,0.061,3,12.902,0.102,1,NA,NA,0
344.045478,0.412,0.5507,0.322,16.692,0.083,3,17.448,0.112,3,NA,NA,0,17.083,0.066,4,16.397,0.164,4,16.14,0.171,3,NA,NA,0,NA,NA,0
344.047494,0.433,0.103758,0.263,16.109,0.058,3,16.97,0.071,3,NA,NA,0,16.517,0.038,4,15.883,0.108,4,15.583,0.122,3,NA,NA,0,NA,NA,0
344.048566,0.415,0.139354,0.394,17.045,0.052,2,17.738,0.042,2,NA,NA,0,17.485,0.037,4,16.761,0.08,4,16.385,0.043,2,NA,NA,0,NA,NA,0
344.052333,0.132,0.511787,0.103,13.324,0.025,4,14.259,0.028,4,NA,NA,0,13.777,0.019,4,12.998,0.064,4,12.766,0.075,3,12.448,0.067,1,NA,NA,0
344.05326,0.308,0.313816,0.508,16.81,0.115,1,18.158,0.269,1,NA,NA,0,17.608,0.152,4,16.356,0.059,4,15.87,0.118,3,NA,NA,0,NA,NA,0
344.055482,0.179,0.372901,0.104,NA,NA,0,NA,NA,0,NA,NA,0,18.358,0.121,2,17.442,0.144,2,NA,NA,0,NA,NA,0,NA,NA,0
344.056632,0.123,0.32176,0.069,12.355,0.043,4,13.009,0.015,4,NA,NA,0,12.67,0.019,4,12.179,0.046,4,12.088,0.061,3,11.952,0.041,1,NA,NA,0
344.059722,0.238,0.428189,0.278,16.255,0.076,4,17.305,0.133,4,NA,NA,0,16.841,0.061,4,16.086,0.057,4,15.675,0.141,3,NA,NA,0,NA,NA,0
344.062733,0.36,0.588604,0.912,17.597,0.204,1,18.029,0.223,1,NA,NA,0,17.646,0.005,2,17.064,0.139,2,NA,NA,0,NA,NA,0,NA,NA,0
344.063972,0.179,0.434122,0.265,NA,NA,0,NA,NA,0,NA,NA,0,18.183,0.16,1,16.604,0.104,1,NA,NA,0,NA,NA,0,NA,NA,0
344.06565,0.434,0.316521,0.402,16.687,0.103,3,17.391,0.096,3,NA,NA,0,17.072,0.101,4,16.443,0.08,4,16.162,0.077,2,NA,NA,0,NA,NA,0
344.066308,0.251,0.067064,0.485,15.584,0.038,3,16.74,0.079,3,NA,NA,0,16.23,0.071,3,15.106,0.09,3,14.771,0.024,2,NA,NA,0,NA,NA,0
344.071137,0.335,-0.016947,0.385,16.823,0.053,3,17.454,0.177,3,NA,NA,0,17.191,0.062,3,16.656,0.163,3,16.259,0.053,2,NA,NA,0,NA,NA,0
344.072237,0.334,0.071221,0.342,14.081,0.013,3,14.861,0.027,3,NA,NA,0,14.452,0.046,3,13.859,0.045,3,13.69,0.001,2,13.729,0.203,1,NA,NA,0
344.075507,0.393,0.22666,0.197,13.753,0.135,5,14.466,0.029,5,NA,NA,0,14.136,0.031,5,13.54,0.178,5,13.383,0.206,4,13.369,0.142,1,NA,NA,0
344.084681,0.695,0.232647,0.275,15.937,0.115,5,16.538,0.063,5,NA,NA,0,16.353,0.092,5,15.718,0.156,5,15.4,0.322,4,NA,NA,0,NA,NA,0
344.085559,0.399,0.487039,0.58,NA,NA,0,NA,NA,0,NA,NA,0,17.949,0.2,4,16.814,0.03,3,16.233,0.138,3,NA,NA,0,NA,NA,0
344.085642,0.292,0.549888,0.279,16.403,0.175,3,17.809,0.141,3,NA,NA,0,17.267,0.104,5,15.755,0.181,5,15.017,0.227,4,NA,NA,0,NA,NA,0
344.088499,0.435,0.495635,0.619,NA,NA,0,NA,NA,0,NA,NA,0,17.74,0.187,4,16.556,0.168,4,16.077,0.278,3,NA,NA,0,NA,NA,0
344.089009,0.558,0.570647,0.367,17.047,0.191,2,18.191,0.165,2,NA,NA,0,17.824,0.096,5,16.444,0.156,5,15.453,0.205,4,NA,NA,0,NA,NA,0
344.092011,0.87,0.141683,0.523,NA,NA,0,NA,NA,0,NA,NA,0,17.933,0.11,4,16.451,0.197,4,15.414,0.237,3,NA,NA,0,NA,NA,0
344.094307,0.866,0.30954,0.46,17.544,0.214,1,18.312,0.353,1,NA,NA,0,18.231,0.044,4,16.532,0.243,4,15.445,0.469,3,NA,NA,0,NA,NA,0
344.097446,0.382,0.088488,0.483,16.889,0.186,3,17.935,0.222,3,NA,NA,0,17.72,0.088,4,16.974,0.062,4,15.944,0.251,1,NA,NA,0,NA,NA,0
344.09837,0.513,-0.052518,0.33,12.995,0.156,6,13.692,0.045,6,NA,NA,0,13.321,0.041,5,12.844,0.266,5,12.699,0.252,5,12.773,0.086,1,NA,NA,0
344.098576,1.074,0.258143,0.786,NA,NA,0,NA,NA,0,NA,NA,0,18.176,0.307,3,17.115,0.339,3,16.175,0.156,1,NA,NA,0,NA,NA,0
344.102207,0.42,0.021163,0.326,12.287,0.15,5,13.448,0.021,5,NA,NA,0,12.865,0.03,5,11.922,0.24,5,11.574,0.238,4,11.462,0.029,1,NA,NA,0
344.105105,0.705,0.662508,0.448,NA,NA,0,NA,NA,0,NA,NA,0,18.089,0.12,3,16.987,0.078,2,16.389,0.272,1,NA,NA,0,NA,NA,0
344.10542,0.148,0.394209,0.16,NA,NA,0,NA,NA,0,NA,NA,0,18.143,0.173,1,17.326,0.198,1,NA,NA,0,NA,NA,0,NA,NA,0
344.106354,0.239,0.653209,0.139,14.33,0.094,5,15.214,0.044,5,NA,NA,0,14.776,0.031,5,14.056,0.151,5,13.829,0.221,4,NA,NA,0,NA,NA,0
344.108053,0.633,0.52843,0.497,16.711,0.126,3,17.757,0.275,3,NA,NA,0,17.393,0.066,5,16.442,0.191,5,15.999,0.259,4,NA,NA,0,NA,NA,0
344.108298,0.489,0.62504,0.49,16.784,0.155,4,17.531,0.194,4,NA,NA,0,17.317,0.069,5,16.701,0.221,5,16.22,0.289,4,NA,NA,0,NA,NA,0
344.108764,0.475,0.667501,0.379,17.963,0.297,1,18.14,0.256,1,NA,NA,0,17.874,0.096,3,17.546,0.215,3,NA,NA,0,NA,NA,0,NA,NA,0
344.111082,0.725,0.504374,0.353,16.654,0.211,5,17.216,0.204,5,NA,NA,0,17.032,0.065,5,16.443,0.219,5,16.174,0.301,3,NA,NA,0,NA,NA,0
344.112637,0.369,0.378705,0.315,16.208,0.089,5,17.493,0.148,5,NA,NA,0,16.907,0.052,5,15.658,0.149,5,15.074,0.257,4,NA,NA,0,NA,NA,0
344.11281,0.601,0.398942,0.323,16.462,0.09,5,17.516,0.104,5,NA,NA,0,16.966,0.034,5,16.221,0.162,5,15.99,0.136,4,NA,NA,0,NA,NA,0
344.114633,0.517,0.328004,0.272,15.307,0.088,5,16.201,0.096,5,NA,NA,0,15.787,0.028,5,15.019,0.168,5,14.736,0.284,4,NA,NA,0,NA,NA,0
344.116524,0.605,0.57855,0.476,NA,NA,0,NA,NA,0,NA,NA,0,18.012,0.161,3,16.794,0.12,3,16.025,0.377,2,NA,NA,0,NA,NA,0
344.117707,0.745,0.202204,0.434,16.441,0.073,5,17.51,0.157,5,NA,NA,0,17.068,0.042,5,16.124,0.195,5,15.933,0.275,4,NA,NA,0,NA,NA,0
344.119625,0.499,0.128639,0.347,14.09,0.13,5,15.271,0.05,5,NA,NA,0,14.719,0.028,5,13.616,0.166,5,13.244,0.218,4,13.054,0.115,1,NA,NA,0
344.121093,0.455,0.466198,0.47,16.708,0.101,1,17.863,0.212,1,NA,NA,0,17.237,0.074,5,16.172,0.112,5,15.787,0.316,4,NA,NA,0,NA,NA,0
344.12246,0.907,0.058172,0.907,NA,NA,0,NA,NA,0,NA,NA,0,18.45,0.335,1,NA,NA,0,16.074,0.395,1,NA,NA,0,NA,NA,0
344.122909,0.563,0.563089,0.39,17.202,0.049,3,17.838,0.172,3,NA,NA,0,17.552,0.014,4,17.034,0.25,4,NA,NA,0,NA,NA,0,NA,NA,0
344.123421,0.311,0.215492,0.489,16.602,0.122,5,17.609,0.142,5,NA,NA,0,17.082,0.081,5,16.223,0.156,5,15.77,0.239,3,NA,NA,0,NA,NA,0
344.123887,0.813,-0.069301,0.544,16.081,0.167,5,16.943,0.113,5,NA,NA,0,16.546,0.037,4,15.93,0.319,4,15.53,0.361,3,NA,NA,0,NA,NA,0
344.124597,0.499,0.108002,0.325,13.604,0.155,4,14.61,0.023,4,NA,NA,0,14.118,0.04,5,13.277,0.19,5,13.008,0.206,4,12.977,0.104,1,NA,NA,0
344.124742,0.367,0.6824,0.457,16.676,0.216,3,17.941,0.071,3,NA,NA,0,17.529,0.1,6,16.061,0.108,6,15.112,0.253,5,NA,NA,0,NA,NA,0
344.124787,0.435,0.25005,0.343,15.67,0.1,5,16.734,0.051,5,NA,NA,0,16.217,0.074,5,15.292,0.172,5,14.97,0.212,4,NA,NA,0,NA,NA,0
344.125078,0.629,0.00698,0.433,15.519,0.177,6,16.18,0.071,6,NA,NA,0,15.849,0.102,6,15.385,0.305,6,15.051,0.213,3,NA,NA,0,NA,NA,0
344.126127,0.244,0.381458,0.19,15.715,0.088,5,16.976,0.083,5,NA,NA,0,16.349,0.073,5,15.23,0.216,5,14.874,0.19,4,NA,NA,0,NA,NA,0
344.12849,0.754,0.162509,0.467,16.745,0.113,4,17.353,0.155,4,NA,NA,0,17.207,0.074,5,16.564,0.05,5,16.509,0.472,2,NA,NA,0,NA,NA,0
344.128898,0.854,0.136015,0.475,17.08,0.283,1,18.261,0.391,1,NA,NA,0,17.853,0.129,3,16.809,0.278,3,16.29,0.367,1,NA,NA,0,NA,NA,0
344.129261,0.179,0.067947,0.442,17.37,0.511,2,18.045,0.188,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
344.130577,0.313,0.373352,0.239,14.839,0.118,5,15.727,0.028,5,NA,NA,0,15.31,0.029,5,14.613,0.168,5,14.389,0.216,4,NA,NA,0,NA,NA,0
344.132118,0.518,0.301768,0.184,15.182,0.132,5,15.884,0.026,5,NA,NA,0,15.589,0.038,5,14.999,0.148,5,14.834,0.235,4,NA,NA,0,NA,NA,0
344.13327,0.544,0.312035,0.366,16.791,0.21,3,17.693,0.17,3,NA,NA,0,17.211,0.172,5,16.549,0.2,5,16.157,0.042,2,NA,NA,0,NA,NA,0
344.134461,0.466,0.359686,0.654,16.418,0.291,4,17.717,0.222,4,NA,NA,0,17.128,0.11,5,16.085,0.08,5,15.577,0.298,4,NA,NA,0,NA,NA,0
344.134857,0.668,-0.064268,0.378,15.44,0.204,6,16.374,0.166,6,NA,NA,0,15.871,0.079,5,15.219,0.246,5,14.995,0.107,3,NA,NA,0,NA,NA,0
344.136222,0.691,0.552954,0.353,16.636,0.076,6,17.351,0.139,6,NA,NA,0,17.095,0.071,6,16.369,0.182,6,15.901,0.083,4,NA,NA,0,NA,NA,0
344.137754,0.74,0.095305,0.34,14.932,0.168,4,15.922,0.039,4,NA,NA,0,15.409,0.05,5,14.556,0.191,5,14.261,0.225,4,NA,NA,0,NA,NA,0
344.138764,0.584,0.209117,0.455,16.754,0.141,5,17.5,0.472,5,NA,NA,0,17.112,0.083,5,16.414,0.247,5,15.941,0.332,4,NA,NA,0,NA,NA,0
344.142397,0.612,0.410728,0.224,14.019,0.091,6,14.907,0.038,6,NA,NA,0,14.471,0.023,6,13.729,0.154,6,13.463,0.192,5,13.28,0.14,1,NA,NA,0
344.144068,0.416,0.347433,0.386,16.008,0.111,6,17.162,0.165,6,NA,NA,0,16.655,0.082,6,15.558,0.152,5,15.254,0.139,5,NA,NA,0,NA,NA,0
344.145322,0.693,0.246659,0.432,17.179,0.318,4,17.632,0.191,4,NA,NA,0,17.506,0.08,5,17.016,0.163,5,NA,NA,0,NA,NA,0,NA,NA,0
344.149665,0.459,0.471963,0.327,16.862,0.09,6,17.4,0.221,6,NA,NA,0,17.109,0.111,6,16.625,0.164,6,16.534,0.051,2,NA,NA,0,NA,NA,0
344.149706,0.455,0.53935,0.426,16.518,0.122,6,17.381,0.14,6,NA,NA,0,16.937,0.104,6,16.38,0.181,6,16.04,0.238,5,NA,NA,0,NA,NA,0
344.152795,0.027,-0.070732,0.262,17.623,0.594,1,18.004,0.418,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
344.15387,0.354,0.30197,0.473,17.376,0.181,1,17.827,0.196,1,NA,NA,0,18.115,0.17,1,17.358,0.171,1,16.625,0.232,1,NA,NA,0,NA,NA,0
344.153996,0.313,0.632188,0.247,15.561,0.119,6,16.561,0.042,6,NA,NA,0,16.061,0.061,6,15.219,0.134,6,15,0.194,5,NA,NA,0,NA,NA,0
344.154649,0.375,0.51022,0.267,14.446,0.103,6,15.252,0.047,6,NA,NA,0,14.836,0.03,6,14.196,0.136,6,14.013,0.182,5,NA,NA,0,NA,NA,0
344.155061,1.092,0.047885,0.373,17.557,0.208,1,18.099,0.242,1,NA,NA,0,17.84,0.053,2,17.534,0.116,2,NA,NA,0,NA,NA,0,NA,NA,0
344.15593,0.426,0.190567,0.524,14.125,0.118,5,14.938,0.014,5,NA,NA,0,14.553,0.031,5,13.857,0.17,5,13.649,0.215,4,13.691,0.197,1,NA,NA,0
344.15692,0.314,0.401015,0.272,16.372,0.085,3,18.013,0.128,3,NA,NA,0,17.246,0.137,6,15.709,0.152,6,14.803,0.235,5,NA,NA,0,NA,NA,0
344.158186,0.795,0.005763,0.523,NA,NA,0,NA,NA,0,NA,NA,0,17.87,0.188,1,16.56,0.222,1,NA,NA,0,NA,NA,0,NA,NA,0
344.158206,0.422,0.177963,0.377,15.683,0.159,5,16.982,0.067,5,NA,NA,0,16.438,0.041,5,15.159,0.201,5,14.768,0.204,4,NA,NA,0,NA,NA,0
344.160075,0.584,0.574807,0.26,16.28,0.129,6,17.088,0.063,6,NA,NA,0,16.684,0.064,6,16.025,0.147,6,15.994,0.108,5,NA,NA,0,NA,NA,0
344.161024,0.705,0.532144,0.403,16.767,0.121,5,17.546,0.163,5,NA,NA,0,17.184,0.105,6,16.76,0.137,6,16.367,0.099,2,NA,NA,0,NA,NA,0
344.162231,0.237,0.165739,0.484,18.096,0.359,1,17.926,0.294,1,NA,NA,0,18.326,0.26,1,17.493,0.262,1,NA,NA,0,NA,NA,0,NA,NA,0
344.163761,0.64,0.075479,0.384,15.952,0.27,4,16.932,0.019,4,NA,NA,0,16.415,0.046,5,15.645,0.187,5,15.464,0.264,4,NA,NA,0,NA,NA,0
344.166986,0.321,0.236512,0.282,13.421,0.112,5,14.396,0.018,5,NA,NA,0,13.928,0.03,6,13.098,0.144,6,12.84,0.189,5,12.554,0.184,2,NA,NA,0
344.167795,0.204,-0.127736,0.188,16.709,0.098,1,17.962,0.213,1,NA,NA,0,17.488,0.09,2,15.92,0.039,2,15.304,0.106,2,NA,NA,0,NA,NA,0
344.168477,0.397,0.382139,0.269,16.234,0.139,6,16.951,0.112,6,NA,NA,0,16.621,0.068,5,16.009,0.149,5,15.748,0.306,4,NA,NA,0,NA,NA,0
344.16898,0.611,0.092077,0.351,14.152,0.148,4,15.279,0.026,4,NA,NA,0,14.76,0.025,5,13.703,0.18,5,13.334,0.215,4,13.156,0.122,1,NA,NA,0
344.169784,0.363,0.365924,0.205,14.462,0.094,6,15.26,0.022,6,NA,NA,0,14.863,0.024,6,14.264,0.144,6,14.08,0.186,5,NA,NA,0,NA,NA,0
344.172574,0.516,0.549006,0.288,16.577,0.199,6,17.135,0.093,6,NA,NA,0,16.866,0.078,6,16.382,0.183,6,16.058,0.226,4,NA,NA,0,NA,NA,0
344.172755,0.48,0.6821,0.446,16.772,0.257,3,18.018,0.159,3,NA,NA,0,17.534,0.086,6,16.175,0.165,6,15.648,0.315,5,NA,NA,0,NA,NA,0
344.172995,0.3,-0.096726,0.184,15.869,0.042,2,16.627,0.04,2,NA,NA,0,16.098,0.03,2,15.586,0,2,15.361,0.001,2,NA,NA,0,NA,NA,0
344.173746,0.45,0.709768,0.736,12.629,0.097,6,13.09,0.041,6,NA,NA,0,12.848,0.009,6,12.537,0.133,6,12.524,0.188,5,12.508,0.092,2,NA,NA,0
344.173797,0.581,0.161733,0.514,15.811,0.159,6,17.089,0.134,6,NA,NA,0,16.465,0.063,6,15.437,0.209,6,14.933,0.221,5,NA,NA,0,NA,NA,0
344.173967,0.598,0.665665,0.385,17.211,0.052,2,18.308,0.056,2,NA,NA,0,17.898,0.1,3,16.892,0.224,3,NA,NA,0,NA,NA,0,NA,NA,0
344.174542,0.126,0.444493,0.121,12.334,0.098,6,13.326,0.034,6,NA,NA,0,12.843,0.022,6,12.006,0.136,6,11.7,0.202,5,11.543,0.01,2,NA,NA,0
344.17486,0.39,0.196193,0.458,15.689,0.131,6,16.931,0.086,6,NA,NA,0,16.345,0.037,6,15.265,0.16,6,14.815,0.157,5,NA,NA,0,NA,NA,0
344.175035,0.356,0.707062,0.269,14.318,0.014,1,14.964,0.017,1,NA,NA,0,14.719,0.014,1,NA,NA,0,14.223,0.037,1,NA,NA,0,NA,NA,0
344.179014,0.503,0.234298,0.395,NA,NA,0,NA,NA,0,NA,NA,0,17.743,0.123,6,16.299,0.227,6,15.694,0.264,5,NA,NA,0,NA,NA,0
344.180049,0.766,0.671715,0.771,16.966,0.17,1,18.054,0.254,1,NA,NA,0,17.586,0.157,4,16.684,0.159,4,NA,NA,0,NA,NA,0,NA,NA,0
344.180524,0.629,0.487367,0.473,NA,NA,0,NA,NA,0,NA,NA,0,18.698,0.151,2,16.97,0.061,2,NA,NA,0,NA,NA,0,NA,NA,0
344.184212,0.045,0.379564,0.066,NA,NA,0,NA,NA,0,NA,NA,0,18.052,0.16,1,17.411,0.312,1,NA,NA,0,NA,NA,0,NA,NA,0
344.187941,0.22,0.733223,0.253,15.782,0.143,5,16.47,0.088,5,NA,NA,0,16.113,0.036,6,15.584,0.14,6,15.343,0.205,5,NA,NA,0,NA,NA,0
344.188677,0.546,0.207791,0.438,16.896,0.211,3,17.791,0.105,3,NA,NA,0,17.287,0.078,6,16.626,0.166,6,16.659,0.245,3,NA,NA,0,NA,NA,0
344.188801,0.483,-0.043577,0.532,NA,NA,0,NA,NA,0,NA,NA,0,17.687,0.132,3,16.702,0.073,3,16.489,0.058,2,NA,NA,0,NA,NA,0
344.189972,0.152,0.490654,0.104,12.123,0.108,5,12.786,0.035,5,NA,NA,0,12.464,0.019,6,11.958,0.145,6,11.847,0.193,5,11.792,0.022,2,NA,NA,0
344.190112,0.156,0.527854,0.106,11.537,0.107,5,12.508,0.041,5,NA,NA,0,12.031,0.016,6,11.241,0.134,6,10.969,0.196,5,10.862,0.003,2,NA,NA,0
344.191632,0.553,0.144463,0.391,15.808,0.134,5,16.683,0.112,5,NA,NA,0,16.245,0.05,6,15.621,0.161,6,15.358,0.176,5,NA,NA,0,NA,NA,0
344.191757,0.766,0.180907,0.562,16.729,0.105,4,17.775,0.077,4,NA,NA,0,17.225,0.097,6,16.267,0.248,6,16.243,0.272,5,NA,NA,0,NA,NA,0
344.192659,0.37,0.50112,0.289,16.682,0.107,3,17.568,0.312,3,NA,NA,0,17.127,0.047,6,16.478,0.209,6,16.099,0.068,3,NA,NA,0,NA,NA,0
344.192883,0.205,-0.135601,0.181,15.822,0.043,2,16.681,0.034,2,NA,NA,0,16.23,0.03,2,15.595,0.019,2,15.339,0.003,2,NA,NA,0,NA,NA,0
344.193154,0.74,-0.157921,0.258,14.6,0.006,2,15.445,0,2,NA,NA,0,14.956,0.025,2,14.349,0.002,2,14.157,0.029,2,NA,NA,0,NA,NA,0
344.195274,0.149,0.553173,0.21,13.041,0.105,5,14.167,0.036,5,NA,NA,0,13.637,0.014,5,12.585,0.132,5,12.242,0.15,4,12.081,0.06,2,NA,NA,0
344.19662,0.872,-0.063962,0.396,17.082,0.158,2,17.852,0.38,2,NA,NA,0,17.75,0.028,3,17.052,0.088,3,NA,NA,0,NA,NA,0,NA,NA,0
344.196813,0.179,0.470154,0.243,13.104,0.109,5,13.937,0.039,5,NA,NA,0,13.527,0.026,5,12.839,0.147,5,12.664,0.159,4,12.659,0.095,2,NA,NA,0
344.196863,0.078,-0.084747,0.043,NA,NA,0,NA,NA,0,NA,NA,0,17.834,0.127,1,17.104,0.142,1,NA,NA,0,NA,NA,0,NA,NA,0
344.197501,0.244,0.515515,0.323,15.721,0.057,5,16.971,0.044,5,NA,NA,0,16.42,0.038,5,15.259,0.136,5,14.914,0.153,4,NA,NA,0,NA,NA,0
344.199699,0.452,0.064122,0.256,11.138,0.141,4,11.587,0.027,4,NA,NA,0,11.373,0.035,5,11.083,0.185,5,11.12,0.185,4,11.165,0.098,2,NA,NA,0
344.200267,0.668,-0.022582,0.581,16.582,0.262,4,17.415,0.264,4,NA,NA,0,16.978,0.06,5,16.285,0.213,5,16.149,0.146,3,NA,NA,0,NA,NA,0
